order_id,user_id,date,region,city,platform,traffic_source,category,product_name,price,quantity,discount,payment_method,delivery_days,is_returned,rating,revenue
50603,1029,2024-07-01,Tyumen Oblast,Tyumen,App,Direct,clothes,Winter Hoodie,56.48,1,3,Card,3,1,3.8,56.48
50604,1576,2024-07-02,Perm Krai,Perm,App,Direct,books,Python Book,42.33,1,0,Cash,3,0,4.7,42.33
50605,1226,2024-07-03,Krasnoyarsk Krai,Krasnoyarsk,Mobile,Direct,home,Bed Linen Set,52.16,1,0,Card,4,0,4.5,52.16
50606,1583,2024-07-04,Volgograd Oblast,Volgograd,App,Email,books,Cookbook,21.92,1,25,Cash,3,0,4.3,21.92
50607,1683,2024-07-05,Samara Oblast,Samara,Mobile,Marketplace,auto,Dash Camera,91.54,2,0,Credit,3,0,5.0,183.08
50608,1243,2024-07-06,Tatarstan,Kazan,App,Marketplace,sports,Dumbbells Set,98.11,2,0,Credit,4,0,4.6,196.22
50609,1455,2024-07-07,Udmurtia,Izhevsk,App,Social,home,Coffee Machine,143.61,1,10,SBP,3,0,5.0,143.61
50610,1681,2024-07-08,Krasnodar Krai,Sochi,Web,Organic Search,home,Coffee Machine,182.83,1,15,Cash,3,0,4.8,182.83
50611,1145,2024-07-09,Orenburg Oblast,Orenburg,Web,Organic Search,clothes,Zara Jacket,122.92,1,0,Cash,1,1,3.9,122.92
50612,1591,2024-07-10,Krasnodar Krai,Sochi,App,Direct,electronics,Smartphone Samsung,463.95,1,3,Credit,2,0,4.8,463.95
50613,1813,2024-07-11,Saratov Oblast,Saratov,App,Social,home,Bed Linen Set,52.11,1,10,Credit,3,0,4.3,52.11
50614,1621,2024-07-12,Moscow,Moscow,Web,Social,kids,Toy Car,30.3,2,3,Credit,1,0,4.7,60.6
50615,1761,2024-07-13,Tatarstan,Kazan,App,Email,sports,Dumbbells Set,71.25,2,5,SBP,2,0,4.8,142.5
50616,1770,2024-07-14,Tyumen Oblast,Tyumen,App,Direct,beauty,Face Serum,49.35,3,0,SBP,3,0,4.1,148.05
50617,1029,2024-07-15,Irkutsk Oblast,Irkutsk,Web,Marketplace,clothes,Adidas Sneakers,111.22,1,7,Cash,5,0,4.3,111.22
50618,1724,2024-07-16,Samara Oblast,Samara,App,Paid Search,clothes,Zara Jacket,135.41,1,0,Card,4,0,4.7,135.41
50619,1746,2024-07-17,Irkutsk Oblast,Irkutsk,App,Organic Search,auto,Motor Oil,36.46,3,12,Card,3,0,4.8,109.38
50620,1072,2024-07-18,Krasnodar Krai,Krasnodar,Web,Social,clothes,Adidas Sneakers,133.87,1,5,Credit,4,1,3.7,133.87
50621,1218,2024-07-19,Irkutsk Oblast,Irkutsk,Web,Email,sports,Running Shoes,101.28,1,7,Cash,4,0,4.5,101.28
50622,1301,2024-07-20,Sverdlovsk Oblast,Yekaterinburg,Web,Email,electronics,Smartphone Samsung,411.42,1,10,Card,1,0,4.3,411.42
50623,1809,2024-07-21,Tyumen Oblast,Tyumen,App,Paid Search,electronics,Laptop Lenovo IdeaPad,694.47,2,0,Card,3,0,5.0,1388.94
50624,1352,2024-07-22,Krasnodar Krai,Krasnodar,App,Paid Search,home,Coffee Machine,191.35,3,7,SBP,2,0,4.8,574.05
50625,1143,2024-07-23,Tomsk Oblast,Tomsk,Web,Organic Search,home,Desk Lamp,42.5,2,15,Card,5,0,4.4,85.0
50626,1833,2024-07-24,Krasnoyarsk Krai,Krasnoyarsk,Mobile,Email,electronics,Wireless Headphones,90.75,2,7,SBP,3,0,4.7,181.5
50627,1488,2024-07-25,Moscow,Moscow,Mobile,Marketplace,clothes,Basic T-Shirt,29.35,1,7,Card,1,0,4.6,29.35
50628,1562,2024-07-26,Yaroslavl Oblast,Yaroslavl,Web,Paid Search,sports,Yoga Mat,38.37,2,0,Credit,2,0,4.7,76.74
50629,1165,2024-07-27,Rostov Oblast,Rostov-on-Don,App,Paid Search,auto,Car Vacuum,48.64,2,12,SBP,4,0,4.6,97.28
50630,1815,2024-07-28,Altai Krai,Barnaul,App,Social,sports,Running Shoes,114.19,2,12,SBP,5,0,4.2,228.38
50631,1239,2024-01-01,Kemerovo Oblast,Kemerovo,Web,Organic Search,home,Coffee Machine,165.85,2,12,Cash,4,0,4.0,331.7
50632,1591,2024-01-02,Samara Oblast,Samara,App,Social,electronics,Laptop Lenovo IdeaPad,798.06,2,0,Card,2,0,5.0,1596.12
50633,1405,2024-01-03,Nizhny Novgorod Oblast,Nizhny Novgorod,Web,Organic Search,electronics,Smartphone Samsung,398.02,2,15,Card,1,0,4.6,796.04
50634,1720,2024-01-04,Primorsky Krai,Vladivostok,App,Social,books,Cookbook,29.24,1,10,Card,5,0,4.6,29.24
50635,1157,2024-01-05,Krasnoyarsk Krai,Krasnoyarsk,App,Marketplace,sports,Bicycle Helmet,54.07,1,5,Cash,4,0,4.5,54.07
50636,1164,2024-01-06,Kemerovo Oblast,Kemerovo,Web,Direct,kids,Kids Backpack,38.7,2,12,Card,3,0,5.0,77.4
50637,1404,2024-01-07,Primorsky Krai,Vladivostok,Web,Social,sports,Dumbbells Set,100.62,1,5,Card,4,0,4.4,100.62
50638,1824,2024-01-08,Krasnodar Krai,Sochi,Web,Marketplace,sports,Bicycle Helmet,53.22,1,7,Cash,1,0,4.7,53.22
50639,1058,2024-01-09,Yaroslavl Oblast,Yaroslavl,Web,Paid Search,clothes,Adidas Sneakers,96.72,2,5,Card,4,1,3.7,193.44
50640,1247,2024-01-10,Bashkortostan,Ufa,Mobile,Direct,auto,Phone Holder,25.74,1,20,Credit,2,1,3.7,25.74
50641,1648,2024-01-11,Chelyabinsk Oblast,Chelyabinsk,Web,Organic Search,home,Vacuum Cleaner,221.38,2,0,Credit,2,0,4.7,442.76
50642,1097,2024-01-12,Bashkortostan,Ufa,App,Organic Search,electronics,Laptop Lenovo IdeaPad,745.14,1,10,Cash,4,0,4.5,745.14
50643,1570,2024-01-13,Tyumen Oblast,Tyumen,App,Email,beauty,Makeup Palette,40.72,3,15,Credit,3,1,4.3,122.16
50644,1126,2024-01-14,Tatarstan,Kazan,Web,Email,beauty,Face Serum,47.5,1,10,Card,3,0,4.9,47.5
50645,1001,2024-01-15,Krasnodar Krai,Sochi,App,Social,clothes,Zara Jacket,295.78,1,5,Cash,2,0,4.6,295.78
50646,1705,2024-01-16,Nizhny Novgorod Oblast,Nizhny Novgorod,Web,Organic Search,electronics,Wireless Headphones,80.98,1,20,Card,4,0,4.5,80.98
50647,1638,2024-01-17,Volgograd Oblast,Volgograd,App,Email,books,Business Book,25.24,3,10,Credit,3,0,4.9,75.72
50648,1751,2024-01-18,Tatarstan,Kazan,App,Email,beauty,Hair Dryer,72.56,1,7,SBP,2,1,3.6,72.56
50649,1027,2024-01-19,Saratov Oblast,Saratov,Web,Paid Search,clothes,Zara Jacket,129.67,1,7,Cash,5,0,5.0,129.67
50650,1011,2024-01-20,Tatarstan,Kazan,Web,Organic Search,home,Coffee Machine,134.02,1,5,Card,2,0,5.0,134.02
50651,1358,2024-01-21,Tyumen Oblast,Tyumen,App,Direct,auto,Phone Holder,26.54,1,18,SBP,1,0,4.4,26.54
50652,1413,2024-01-22,Primorsky Krai,Vladivostok,Mobile,Email,home,Coffee Machine,153.71,1,15,Credit,4,0,4.2,153.71
50653,1725,2024-01-23,Khabarovsk Krai,Khabarovsk,Web,Marketplace,electronics,Laptop Lenovo IdeaPad,650.17,1,15,Cash,6,0,4.4,650.17
50654,1313,2024-01-24,Volgograd Oblast,Volgograd,App,Social,clothes,Winter Hoodie,68.03,1,7,Card,5,0,4.2,68.03
50655,1505,2024-01-25,Nizhny Novgorod Oblast,Nizhny Novgorod,Web,Marketplace,sports,Running Shoes,97.68,3,0,Card,4,0,4.6,293.04
50656,1008,2024-01-26,Voronezh Oblast,Voronezh,App,Paid Search,clothes,Zara Jacket,133.93,1,0,Credit,3,0,4.7,133.93
50657,1173,2024-01-27,Kaliningrad Oblast,Kaliningrad,App,Marketplace,beauty,Hair Dryer,83.78,4,20,Cash,3,0,4.6,335.12
50658,1785,2024-01-28,Rostov Oblast,Rostov-on-Don,App,Direct,electronics,Smartphone Samsung,411.79,1,0,Card,4,0,4.4,411.79
50659,1037,2024-01-29,Nizhny Novgorod Oblast,Nizhny Novgorod,App,Direct,home,Desk Lamp,46.04,1,5,Credit,4,0,4.4,46.04
50660,1104,2024-01-30,Altai Krai,Barnaul,App,Direct,clothes,Winter Hoodie,60.74,1,0,Credit,4,0,4.4,60.74
50661,1550,2024-01-31,Chelyabinsk Oblast,Chelyabinsk,App,Organic Search,home,Vacuum Cleaner,158.98,1,7,SBP,3,0,4.8,158.98
50662,1340,2024-02-01,Krasnodar Krai,Krasnodar,App,Social,auto,Motor Oil,80.7,2,0,Card,3,0,4.8,161.4
50663,1410,2024-02-02,Rostov Oblast,Rostov-on-Don,Mobile,Social,clothes,Winter Hoodie,53.45,1,12,Credit,4,0,4.8,53.45
50664,1756,2024-02-03,Krasnodar Krai,Sochi,Web,Email,electronics,Laptop Lenovo IdeaPad,688.43,2,3,Card,3,0,4.5,1376.86
50665,1254,2024-02-04,Voronezh Oblast,Voronezh,App,Organic Search,beauty,Hair Dryer,61.87,1,3,Credit,3,0,4.2,61.87
50666,1281,2024-02-05,Sverdlovsk Oblast,Yekaterinburg,Web,Paid Search,beauty,Face Serum,42.14,2,10,Cash,3,0,4.7,84.28
50667,1063,2024-02-06,Stavropol Krai,Stavropol,Web,Direct,electronics,Laptop Lenovo IdeaPad,783.64,1,12,Credit,4,0,4.5,783.64
50668,1330,2024-02-07,Saratov Oblast,Saratov,App,Social,electronics,Laptop Lenovo IdeaPad,796.76,1,18,Cash,3,0,4.7,796.76
50669,1340,2024-02-08,Nizhny Novgorod Oblast,Nizhny Novgorod,App,Social,beauty,Face Serum,44.91,1,0,SBP,4,0,4.5,44.91
50670,1671,2024-02-09,Yaroslavl Oblast,Yaroslavl,App,Social,books,Cookbook,20.71,3,0,Cash,2,0,4.5,62.13
50671,1429,2024-02-10,Sverdlovsk Oblast,Yekaterinburg,App,Paid Search,clothes,Basic T-Shirt,28.92,1,15,SBP,2,1,3.9,28.92
50672,1171,2024-02-11,Altai Krai,Barnaul,Mobile,Organic Search,books,Cookbook,22.91,1,7,SBP,1,0,4.6,22.91
50673,1077,2024-02-12,Kaliningrad Oblast,Kaliningrad,App,Paid Search,auto,Dash Camera,85.15,1,15,Cash,2,0,4.7,85.15
50674,1810,2024-02-13,Omsk Oblast,Omsk,Web,Organic Search,kids,Toy Car,21.35,1,0,Credit,4,0,4.9,21.35
50675,1285,2024-02-14,Irkutsk Oblast,Irkutsk,App,Email,clothes,Adidas Sneakers,106.99,1,3,Cash,3,0,4.6,106.99
50676,1723,2024-02-15,Samara Oblast,Samara,Web,Email,books,Python Book,47.22,1,10,SBP,1,0,4.2,47.22
50677,1797,2024-02-16,Yaroslavl Oblast,Yaroslavl,App,Direct,electronics,Wireless Headphones,141.27,2,5,Card,2,0,4.7,282.54
50678,1828,2024-02-17,Yaroslavl Oblast,Yaroslavl,Mobile,Social,kids,Toy Car,27.03,1,15,Credit,3,0,4.8,27.03
50679,1664,2024-02-18,Krasnodar Krai,Sochi,App,Organic Search,sports,Dumbbells Set,78.89,1,18,SBP,4,0,4.8,78.89
50680,1540,2024-02-19,Moscow,Moscow,Web,Marketplace,home,Vacuum Cleaner,266.46,1,3,Cash,4,1,3.5,266.46
50681,1275,2024-02-20,Yaroslavl Oblast,Yaroslavl,Web,Organic Search,kids,Lego Set,82.03,1,15,Cash,3,0,4.6,82.03
50682,1836,2024-02-21,Saratov Oblast,Saratov,Mobile,Direct,clothes,Basic T-Shirt,24.79,2,0,Cash,4,0,4.8,49.58
50683,1426,2024-02-22,Nizhny Novgorod Oblast,Nizhny Novgorod,App,Paid Search,sports,Yoga Mat,36.63,1,15,Cash,3,0,4.8,36.63
50684,1116,2024-02-23,Moscow,Moscow,App,Organic Search,auto,Car Vacuum,57.24,1,18,Credit,1,0,5.0,57.24
50685,1183,2024-02-24,Rostov Oblast,Rostov-on-Don,App,Social,auto,Phone Holder,20.49,1,20,Credit,5,0,4.2,20.49
50686,1378,2024-02-25,Irkutsk Oblast,Irkutsk,Web,Email,sports,Yoga Mat,39.01,1,5,SBP,5,0,4.3,39.01
50687,1116,2024-02-26,Orenburg Oblast,Orenburg,Web,Email,auto,Car Vacuum,57.39,1,7,Credit,4,0,3.9,57.39
50688,1342,2024-02-27,Yaroslavl Oblast,Yaroslavl,App,Email,home,Coffee Machine,131.99,1,7,Cash,2,0,4.4,131.99
50689,1592,2024-02-28,Orenburg Oblast,Orenburg,App,Paid Search,auto,Phone Holder,20.6,1,15,Cash,3,0,4.8,20.6
50690,1798,2024-02-29,Kaliningrad Oblast,Kaliningrad,App,Direct,electronics,Wireless Headphones,97.9,1,0,Cash,4,0,4.4,97.9
50691,1381,2024-03-01,Nizhny Novgorod Oblast,Nizhny Novgorod,App,Email,beauty,Makeup Palette,36.82,3,12,Card,2,0,4.7,110.46
50692,1187,2024-03-02,Kaliningrad Oblast,Kaliningrad,App,Paid Search,electronics,Laptop Lenovo IdeaPad,1312.83,1,0,Credit,2,0,4.5,1312.83
50693,1770,2024-03-03,Yaroslavl Oblast,Yaroslavl,App,Marketplace,electronics,Wireless Headphones,86.79,2,5,Cash,4,1,4.1,173.58
50694,1161,2024-03-04,Irkutsk Oblast,Irkutsk,Web,Marketplace,electronics,Smart Watch,187.12,2,3,SBP,3,0,4.6,374.24
50695,1480,2024-03-05,Tatarstan,Kazan,Web,Organic Search,beauty,Perfume,115.67,1,15,Credit,1,0,4.5,115.67
50696,1344,2024-03-06,Perm Krai,Perm,Web,Email,clothes,Winter Hoodie,50.71,1,5,Card,4,0,4.6,50.71
50697,1584,2024-03-07,Novosibirsk Oblast,Novosibirsk,App,Paid Search,home,Coffee Machine,127.81,1,3,Card,4,1,3.7,127.81
50698,1401,2024-03-08,Khabarovsk Krai,Khabarovsk,App,Social,auto,Motor Oil,35.93,4,15,SBP,5,0,4.3,143.72
50699,1039,2024-03-09,Krasnodar Krai,Sochi,App,Marketplace,clothes,Basic T-Shirt,28.96,2,0,SBP,3,0,4.4,57.92
50700,1514,2024-03-10,Rostov Oblast,Rostov-on-Don,App,Marketplace,electronics,Smart Watch,131.97,3,15,SBP,2,0,4.3,395.91
50701,1077,2024-03-11,Omsk Oblast,Omsk,App,Paid Search,kids,Board Game,32.91,3,15,Cash,3,0,4.7,98.73
50702,1322,2024-03-12,Khabarovsk Krai,Khabarovsk,App,Direct,clothes,Winter Hoodie,57.44,1,20,Cash,4,1,3.7,57.44
50703,1453,2024-03-13,Stavropol Krai,Stavropol,App,Social,home,Coffee Machine,138.1,2,7,Cash,5,0,4.3,276.2
50704,1383,2024-03-14,Krasnodar Krai,Krasnodar,App,Social,auto,Motor Oil,40.52,3,0,Card,2,0,5.0,121.56
50705,1108,2024-03-15,Volgograd Oblast,Volgograd,App,Marketplace,sports,Dumbbells Set,65.53,1,15,SBP,3,0,4.4,65.53
50706,1088,2024-03-16,Tyumen Oblast,Tyumen,Web,Email,electronics,Smart Watch,165.15,1,7,Cash,2,0,4.3,165.15
50707,1466,2024-03-17,Yaroslavl Oblast,Yaroslavl,Web,Email,electronics,Smart Watch,150.27,1,10,Card,3,1,4.3,150.27
50708,1056,2024-03-18,Primorsky Krai,Vladivostok,App,Email,electronics,Smart Watch,251.04,1,20,Cash,4,0,4.7,251.04
50709,1220,2024-03-19,Kemerovo Oblast,Kemerovo,App,Marketplace,electronics,Smart Watch,127.3,1,0,SBP,4,0,4.3,127.3
50710,1165,2024-03-20,Rostov Oblast,Rostov-on-Don,Mobile,Organic Search,books,Python Book,36.08,1,5,Credit,2,0,4.8,36.08
50711,1752,2024-03-21,Bashkortostan,Ufa,Web,Paid Search,auto,Motor Oil,44.75,1,12,SBP,2,0,4.5,44.75
50712,1129,2024-03-22,Moscow,Moscow,Mobile,Organic Search,electronics,Smart Watch,223.35,3,7,Credit,2,0,4.6,670.05
50713,1696,2024-03-23,Saratov Oblast,Saratov,App,Marketplace,auto,Car Vacuum,61.62,1,0,Card,2,0,4.8,61.62
50714,1556,2024-03-24,Bashkortostan,Ufa,App,Social,books,Python Book,38.19,2,10,Credit,2,0,4.7,76.38
50715,1697,2024-03-25,Irkutsk Oblast,Irkutsk,App,Email,auto,Dash Camera,92.36,1,0,Credit,3,0,4.7,92.36
50716,1516,2024-03-26,Saratov Oblast,Saratov,Mobile,Direct,home,Coffee Machine,213.26,1,15,Card,2,0,4.5,213.26
50717,1841,2024-03-27,Volgograd Oblast,Volgograd,App,Organic Search,home,Bed Linen Set,56.12,2,20,Credit,2,0,5.0,112.24
50718,1425,2024-03-28,Moscow,Moscow,App,Social,auto,Phone Holder,30.88,2,15,Card,1,0,4.7,61.76
50719,1198,2024-03-29,Moscow,Moscow,Web,Paid Search,electronics,Wireless Headphones,130.53,1,20,Credit,2,0,4.6,130.53
50720,1130,2024-03-30,Tomsk Oblast,Tomsk,App,Marketplace,electronics,Smart Watch,147.99,1,5,Card,4,0,4.7,147.99
50721,1789,2024-03-31,Saratov Oblast,Saratov,Web,Marketplace,clothes,Winter Hoodie,70.18,1,5,Cash,3,1,3.9,70.18
50722,1305,2024-04-01,Moscow,Moscow,Web,Direct,clothes,Basic T-Shirt,34.72,1,10,Cash,1,0,4.8,34.72
50723,1611,2024-04-02,Primorsky Krai,Vladivostok,Web,Marketplace,books,Notebook Set,15.76,1,0,Card,6,1,3.5,15.76
50724,1499,2024-04-03,Krasnodar Krai,Krasnodar,Mobile,Direct,electronics,Wireless Headphones,80.99,3,3,Card,4,0,4.8,242.97
50725,1033,2024-04-04,Sverdlovsk Oblast,Yekaterinburg,Mobile,Marketplace,clothes,Winter Hoodie,79.2,1,0,Card,3,0,4.9,79.2
50726,1525,2024-04-05,Perm Krai,Perm,Mobile,Paid Search,auto,Motor Oil,40.45,2,20,Cash,3,1,4.0,80.9
50727,1357,2024-04-06,Sverdlovsk Oblast,Yekaterinburg,Mobile,Direct,books,Python Book,38.47,2,20,SBP,2,0,4.9,76.94
50728,1813,2024-04-07,Omsk Oblast,Omsk,App,Organic Search,kids,Toy Car,26.08,1,15,SBP,3,1,3.3,26.08
50729,1383,2024-04-08,Rostov Oblast,Rostov-on-Don,App,Organic Search,kids,Toy Car,22.99,2,10,Card,2,0,4.5,45.98
50730,1185,2024-04-09,Omsk Oblast,Omsk,Mobile,Social,electronics,Laptop Lenovo IdeaPad,691.08,2,10,SBP,4,1,3.7,1382.16
50731,1477,2024-04-10,Voronezh Oblast,Voronezh,App,Email,kids,Board Game,31.6,2,0,SBP,3,0,4.7,63.2
50732,1588,2024-04-11,Altai Krai,Barnaul,App,Paid Search,home,Coffee Machine,124.0,1,12,Credit,5,0,4.3,124.0
50733,1335,2024-04-12,Volgograd Oblast,Volgograd,Web,Email,kids,Board Game,25.75,1,25,Credit,3,0,4.7,25.75
50734,1041,2024-04-13,Novosibirsk Oblast,Novosibirsk,App,Paid Search,clothes,Adidas Sneakers,145.72,1,15,SBP,2,0,4.9,145.72
50735,1403,2024-04-14,Saratov Oblast,Saratov,App,Organic Search,electronics,Smart Watch,163.62,2,7,SBP,2,0,4.6,327.24
50736,1705,2024-04-15,Kaliningrad Oblast,Kaliningrad,Web,Direct,auto,Motor Oil,51.03,1,3,Credit,4,0,4.4,51.03
50737,1050,2024-04-16,Novosibirsk Oblast,Novosibirsk,Web,Social,home,Vacuum Cleaner,244.18,1,12,SBP,5,1,3.8,244.18
50738,1424,2024-04-17,Tatarstan,Kazan,App,Email,home,Bed Linen Set,71.49,1,5,Credit,3,0,4.9,71.49
50739,1362,2024-04-18,Volgograd Oblast,Volgograd,Web,Marketplace,electronics,Smartphone Samsung,405.82,2,7,Cash,4,0,4.7,811.64
50740,1214,2024-04-19,Volgograd Oblast,Volgograd,Web,Direct,clothes,Zara Jacket,146.89,1,3,SBP,3,1,3.8,146.89
50741,1410,2024-04-20,Udmurtia,Izhevsk,Web,Paid Search,auto,Motor Oil,31.9,3,5,Cash,2,0,4.7,95.7
50742,1030,2024-04-21,Tatarstan,Kazan,Web,Paid Search,home,Vacuum Cleaner,233.98,2,15,Credit,3,0,5.0,467.96
50743,1101,2024-04-22,Volgograd Oblast,Volgograd,App,Paid Search,beauty,Hair Dryer,56.66,1,10,Card,3,0,4.6,56.66
50744,1114,2024-04-23,Saratov Oblast,Saratov,App,Email,sports,Dumbbells Set,76.51,1,10,Cash,2,0,4.8,76.51
50745,1752,2024-04-24,Krasnodar Krai,Krasnodar,Web,Email,electronics,Laptop Lenovo IdeaPad,610.31,1,10,SBP,3,1,3.7,610.31
50746,1705,2024-04-25,Chelyabinsk Oblast,Chelyabinsk,App,Social,home,Vacuum Cleaner,215.7,1,3,Cash,4,0,4.4,215.7
50747,1079,2024-04-26,Rostov Oblast,Rostov-on-Don,App,Social,home,Coffee Machine,178.25,1,7,Cash,3,0,4.8,178.25
50748,1234,2024-04-27,Volgograd Oblast,Volgograd,Web,Organic Search,kids,Lego Set,86.22,1,0,Cash,4,0,4.3,86.22
50749,1848,2024-04-28,Udmurtia,Izhevsk,App,Marketplace,electronics,Laptop Lenovo IdeaPad,622.72,1,10,SBP,3,0,4.5,622.72
50750,1032,2024-04-29,Nizhny Novgorod Oblast,Nizhny Novgorod,App,Marketplace,clothes,Winter Hoodie,64.45,1,7,Cash,3,0,5.0,64.45
50751,1461,2024-04-30,Khabarovsk Krai,Khabarovsk,App,Marketplace,kids,Toy Car,20.99,1,0,Cash,4,0,4.8,20.99
50752,1126,2024-05-01,Samara Oblast,Samara,Mobile,Organic Search,auto,Dash Camera,99.38,1,3,Credit,1,0,4.5,99.38
50753,1311,2024-05-02,Orenburg Oblast,Orenburg,App,Direct,beauty,Hair Dryer,67.46,1,0,Credit,5,0,4.3,67.46
50754,1052,2024-05-03,Nizhny Novgorod Oblast,Nizhny Novgorod,App,Direct,electronics,Wireless Headphones,83.97,1,7,SBP,3,0,4.7,83.97
50755,1600,2024-05-04,Krasnodar Krai,Sochi,Web,Paid Search,sports,Running Shoes,140.11,1,0,Card,3,0,5.0,140.11
50756,1319,2024-05-05,Nizhny Novgorod Oblast,Nizhny Novgorod,Mobile,Email,home,Bed Linen Set,65.31,1,20,Cash,3,0,4.7,65.31
50757,1644,2024-05-06,Khabarovsk Krai,Khabarovsk,Web,Email,sports,Running Shoes,133.24,1,10,Credit,4,0,4.6,133.24
50758,1421,2024-05-07,Primorsky Krai,Vladivostok,App,Paid Search,home,Bed Linen Set,60.66,3,12,Credit,4,0,4.6,181.98
50759,1580,2024-05-08,Moscow,Moscow,Mobile,Organic Search,auto,Car Vacuum,55.63,3,15,SBP,1,0,4.5,166.89
50760,1666,2024-05-09,Saint Petersburg,Saint Petersburg,App,Marketplace,kids,Toy Car,21.71,2,7,Card,2,0,4.7,43.42
50761,1148,2024-05-10,Perm Krai,Perm,Web,Marketplace,clothes,Adidas Sneakers,106.39,2,12,Credit,3,0,4.6,212.78
50762,1124,2024-05-11,Krasnodar Krai,Sochi,App,Social,home,Vacuum Cleaner,254.48,2,10,Card,3,0,4.7,508.96
50763,1842,2024-05-12,Novosibirsk Oblast,Novosibirsk,App,Paid Search,home,Bed Linen Set,76.87,1,25,Credit,4,0,4.1,76.87
50764,1492,2024-05-13,Kemerovo Oblast,Kemerovo,App,Marketplace,clothes,Basic T-Shirt,19.19,2,3,SBP,2,0,4.6,38.38
50765,1578,2024-05-14,Nizhny Novgorod Oblast,Nizhny Novgorod,App,Social,clothes,Winter Hoodie,61.11,1,7,Credit,2,0,4.7,61.11
50766,1367,2024-05-15,Moscow,Moscow,Web,Marketplace,clothes,Basic T-Shirt,57.97,3,7,Cash,1,0,4.5,173.91
50767,1781,2024-05-16,Bashkortostan,Ufa,App,Email,auto,Motor Oil,42.67,2,5,SBP,3,0,4.3,85.34
50768,1603,2024-05-17,Stavropol Krai,Stavropol,App,Organic Search,sports,Dumbbells Set,84.02,2,10,SBP,3,0,4.5,168.04
50769,1791,2024-05-18,Khabarovsk Krai,Khabarovsk,App,Direct,clothes,Winter Hoodie,76.89,1,0,Cash,5,0,4.3,76.89
50770,1782,2024-05-19,Krasnodar Krai,Krasnodar,Web,Organic Search,auto,Phone Holder,25.02,1,10,SBP,4,1,4.1,25.02
50771,1696,2024-05-20,Krasnoyarsk Krai,Krasnoyarsk,Mobile,Social,clothes,Basic T-Shirt,22.05,1,10,SBP,3,0,4.6,22.05
50772,1006,2024-05-21,Novosibirsk Oblast,Novosibirsk,App,Paid Search,home,Vacuum Cleaner,243.52,1,10,SBP,3,0,4.5,243.52
50773,1361,2024-05-22,Udmurtia,Izhevsk,App,Marketplace,sports,Bicycle Helmet,52.72,2,10,SBP,4,0,4.3,105.44
50774,1237,2024-05-23,Krasnoyarsk Krai,Krasnoyarsk,Web,Organic Search,auto,Phone Holder,21.55,1,0,Card,4,1,3.6,21.55
50775,1590,2024-05-24,Krasnoyarsk Krai,Krasnoyarsk,App,Social,beauty,Face Serum,44.96,2,0,Cash,5,1,3.2,89.92
50776,1432,2024-05-25,Kemerovo Oblast,Kemerovo,App,Direct,beauty,Hair Dryer,67.24,1,20,SBP,5,1,3.6,67.24
50777,1578,2024-05-26,Sverdlovsk Oblast,Yekaterinburg,App,Paid Search,sports,Bicycle Helmet,62.29,2,20,Card,4,0,4.6,124.58
50778,1231,2024-05-27,Bashkortostan,Ufa,Web,Paid Search,auto,Motor Oil,47.14,1,0,SBP,3,0,4.5,47.14
50779,1494,2024-05-28,Voronezh Oblast,Voronezh,App,Direct,beauty,Perfume,81.15,1,10,Card,2,1,4.1,81.15
50780,1060,2024-05-29,Tyumen Oblast,Tyumen,App,Organic Search,kids,Kids Backpack,39.72,1,10,Cash,3,0,4.5,39.72
50781,1059,2024-05-30,Novosibirsk Oblast,Novosibirsk,App,Marketplace,electronics,Laptop Lenovo IdeaPad,817.98,1,0,Card,4,0,4.1,817.98
50782,1079,2024-05-31,Saint Petersburg,Saint Petersburg,App,Social,electronics,Smartphone Samsung,457.32,1,5,Card,1,0,4.5,457.32
50783,1670,2024-06-01,Samara Oblast,Samara,App,Marketplace,auto,Phone Holder,25.04,2,7,Cash,2,0,4.8,50.08
50784,1534,2024-06-02,Irkutsk Oblast,Irkutsk,Web,Paid Search,auto,Dash Camera,78.78,1,20,Cash,4,0,4.5,78.78
50785,1511,2024-06-03,Nizhny Novgorod Oblast,Nizhny Novgorod,App,Marketplace,kids,Kids Backpack,40.61,4,12,Card,2,0,4.5,162.44
50786,1389,2024-06-04,Samara Oblast,Samara,App,Direct,home,Bed Linen Set,48.03,1,0,Cash,2,0,4.8,48.03
50787,1830,2024-06-05,Volgograd Oblast,Volgograd,Web,Direct,sports,Bicycle Helmet,50.11,1,10,Cash,5,0,4.1,50.11
50788,1548,2024-06-06,Udmurtia,Izhevsk,Mobile,Marketplace,electronics,Smart Watch,174.24,2,10,Credit,5,0,4.2,348.48
50789,1256,2024-06-07,Voronezh Oblast,Voronezh,App,Organic Search,clothes,Adidas Sneakers,111.53,1,20,SBP,2,0,5.0,111.53
50790,1271,2024-06-08,Perm Krai,Perm,Web,Social,clothes,Basic T-Shirt,22.8,2,15,Cash,4,0,4.5,45.6
50791,1625,2024-06-09,Omsk Oblast,Omsk,App,Direct,beauty,Makeup Palette,49.64,2,3,SBP,5,0,4.6,99.28
50792,1671,2024-06-10,Tatarstan,Kazan,Web,Social,sports,Running Shoes,111.82,1,3,Card,3,0,4.4,111.82
50793,1362,2024-06-11,Rostov Oblast,Rostov-on-Don,Web,Direct,clothes,Winter Hoodie,64.66,3,25,Card,3,0,4.6,193.98
